dataset,snr_db,seed,packet_index,block_index,hard_errors,gt_fixed_coherence,hard_fixed_coherence,gt_beats_hard_fixed,gt_best_coherence,hard_best_coherence,gt_beats_hard_own_best,random_trials,gt_beats_random_fixed_fraction,gt_beats_random_own_best_fraction,random_fixed_max,random_own_best_max
0_0_0_10_14_32,-18.0,50,0,0,2,0.8310285983743383,0.10186886960930007,1,0.8310285983743378,0.6859670948764058,1,64,1.0,0.984375,0.6919459040292308,0.8621649522024757
0_0_0_10_14_32,-18.0,50,0,1,5,0.8681185946257154,0.07998927270164834,1,0.8681185946257152,0.4648368493323375,1,64,1.0,1.0,0.5985215494613884,0.7987384349041455
0_0_0_10_14_32,-18.0,50,0,2,5,0.9114554405757979,0.21580413040797905,1,0.9114554405757981,0.8566190229197601,1,64,1.0,1.0,0.8195743041655367,0.8608907419891272
0_0_0_10_14_32,-18.0,50,0,3,4,0.9179116817618956,0.016202423858603505,1,0.9179116817618956,0.45781074597841537,1,64,1.0,1.0,0.5791154584492703,0.8857972954777428
0_0_0_10_14_32,-18.0,50,0,4,5,0.8201004274923511,0.013864524287838043,1,0.820100427492351,0.9493953247037514,0,64,1.0,0.984375,0.7736960489572364,0.8454571027659787
0_0_0_10_14_32,-18.0,50,0,5,4,0.8261224337739682,0.15117707426255808,1,0.8261224337739682,0.8111416618260266,1,64,1.0,1.0,0.6377514300964419,0.8056546373543185
0_0_0_10_14_32,-18.0,50,0,6,4,0.6046413921688598,0.22011159877267017,1,0.6046413921688598,0.6044885317977221,1,64,0.96875,0.71875,0.8432679125702285,0.8433768936866542
0_0_0_10_14_32,-18.0,50,2,0,0,0.9417902350449995,0.9417902350449995,0,0.9417902350449991,0.9417902350449991,0,64,1.0,1.0,0.8927797261609882,0.9120050136188304
0_0_0_10_14_32,-18.0,50,2,1,0,0.9466124276195066,0.9466124276195066,0,0.9466124276195066,0.9466124276195066,0,64,1.0,1.0,0.726863559843619,0.834809603462639
0_0_0_10_14_32,-18.0,50,2,2,0,0.9469392611709568,0.9469392611709568,0,0.9469392611709568,0.9469392611709568,0,64,1.0,1.0,0.7179502755255955,0.8725287424275079
0_0_0_10_14_32,-18.0,50,2,3,0,0.961778446448667,0.961778446448667,0,0.961778446448667,0.961778446448667,0,64,1.0,1.0,0.6411730038286347,0.8930762226109543
