energy_weight,coherence_weight,phase_local_weight,rank_weight,symbol_count,phase_line_ser,savaux_ser,stage1_top40_recall,actual_viterbi_candidate_recall,ser_-26,savaux_ser_-26,ser_-25,savaux_ser_-25,ser_-24,savaux_ser_-24,ser_-23,savaux_ser_-23,ser_-22,savaux_ser_-22,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate,variant
0.65,0.15,0.15,0.0,9625,0.12748051948051947,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.3485714285714285,0.4077922077922077,0.18753246753246744,0.24727272727272723,0.0779220779220779,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7940,0.824935064935065,458,0.04758441558441558,91,0.009454545454545455,171,0.017766233766233767,124,0.012883116883116883,773,0.0803116883116883,4,0.0004155844155844156,64,0.00664935064935065,0,0.0,e0.65_c0.15_p0.15_r0.00
0.6,0.15,0.15,0.03,9625,0.12758441558441558,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.348051948051948,0.4077922077922077,0.18857142857142853,0.24727272727272723,0.0779220779220779,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7937,0.8246233766233766,460,0.047792207792207796,94,0.009766233766233767,171,0.017766233766233767,124,0.012883116883116883,771,0.08010389610389611,4,0.0004155844155844156,64,0.00664935064935065,0,0.0,e0.60_c0.15_p0.15_r0.03
0.6,0.15,0.15,0.05,9625,0.12768831168831168,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.349090909090909,0.4077922077922077,0.188051948051948,0.24727272727272723,0.0779220779220779,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7938,0.8247272727272728,458,0.04758441558441558,93,0.009662337662337662,171,0.017766233766233767,124,0.012883116883116883,774,0.08041558441558441,3,0.0003116883116883117,64,0.00664935064935065,0,0.0,e0.60_c0.15_p0.15_r0.05
0.6,0.15,0.15,0.0,9625,0.1277922077922078,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.3485714285714285,0.4077922077922077,0.18961038961038956,0.24727272727272723,0.07740259740259739,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7932,0.8241038961038961,463,0.04810389610389611,99,0.010285714285714285,171,0.017766233766233767,124,0.012883116883116883,766,0.07958441558441559,6,0.0006233766233766234,64,0.00664935064935065,0,0.0,e0.60_c0.15_p0.15_r0.00
0.6,0.2,0.15,0.03,9625,0.1278961038961039,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.35012987012987007,0.4077922077922077,0.18857142857142853,0.24727272727272723,0.07740259740259739,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7935,0.8244155844155844,459,0.04768831168831169,96,0.009974025974025974,171,0.017766233766233767,124,0.012883116883116883,769,0.0798961038961039,7,0.0007272727272727272,64,0.00664935064935065,0,0.0,e0.60_c0.20_p0.15_r0.03
0.65,0.2,0.15,0.0,9625,0.128,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.3511688311688311,0.4077922077922077,0.18701298701298696,0.24727272727272723,0.07844155844155842,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7940,0.824935064935065,453,0.047064935064935066,91,0.009454545454545455,171,0.017766233766233767,124,0.012883116883116883,775,0.08051948051948052,7,0.0007272727272727272,64,0.00664935064935065,0,0.0,e0.65_c0.20_p0.15_r0.00
0.65,0.2,0.2,0.03,9625,0.128,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.35324675324675314,0.4077922077922077,0.18909090909090906,0.24727272727272723,0.07428571428571427,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7922,0.823064935064935,471,0.048935064935064936,109,0.011324675324675324,171,0.017766233766233767,124,0.012883116883116883,758,0.07875324675324676,6,0.0006233766233766234,64,0.00664935064935065,0,0.0,e0.65_c0.20_p0.20_r0.03
0.65,0.15,0.15,0.03,9625,0.1281038961038961,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.3511688311688311,0.4077922077922077,0.18753246753246747,0.24727272727272723,0.07844155844155842,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7942,0.8251428571428572,450,0.046753246753246755,89,0.009246753246753246,171,0.017766233766233767,124,0.012883116883116883,782,0.08124675324675325,3,0.0003116883116883117,64,0.00664935064935065,0,0.0,e0.65_c0.15_p0.15_r0.03
0.7,0.15,0.2,0.03,9625,0.1281038961038961,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.3511688311688311,0.4077922077922077,0.1896103896103896,0.24727272727272723,0.07636363636363636,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7929,0.8237922077922077,463,0.04810389610389611,102,0.010597402597402597,171,0.017766233766233767,124,0.012883116883116883,768,0.07979220779220779,4,0.0004155844155844156,64,0.00664935064935065,0,0.0,e0.70_c0.15_p0.20_r0.03
0.6,0.2,0.15,0.0,9625,0.1281038961038961,0.1656103896103896,0.9822337662337662,0.9627012987012987,0.35064935064935054,0.4077922077922077,0.18961038961038956,0.24727272727272723,0.07688311688311687,0.1231168831168831,0.019220779220779218,0.03896103896103895,0.004155844155844156,0.010909090909090908,7928,0.8236883116883117,464,0.048207792207792206,103,0.010701298701298701,171,0.017766233766233767,124,0.012883116883116883,764,0.07937662337662338,7,0.0007272727272727272,64,0.00664935064935065,0,0.0,e0.60_c0.20_p0.15_r0.00
