trial,branch_color_mismatch
0,0.05541048118301653
1,0.06260050358519581
2,0.06536699698996755
3,0.0697501230116157
4,0.08212969479645449
5,0.05352948604834831
6,0.06097430863979992
7,0.05280900470838999
8,0.061756417992928046
9,0.040663517941734756
10,0.06891653015660197
11,0.05920959979871975
12,0.05849603119799961
13,0.06747790751829855
14,0.06393802059328865
15,0.0899784128728789
16,0.06315157353002421
17,0.06627510451875614
18,0.06763324295712565
19,0.09249465577480964
20,0.06981318897908581
21,0.06523418300771658
22,0.05835119917262119
23,0.08320231641820318
24,0.08092055792614684
25,0.046848190461403184
26,0.048308568751930986
27,0.06855056621590633
28,0.06200370004562084
29,0.0798700447507514
30,0.07637126775481862
31,0.04600716211032877
32,0.05844966863695622
33,0.0639365287532001
34,0.06068197109742698
35,0.047123244774276256
36,0.07301791800404257
37,0.050030220026119954
38,0.052067807482147246
39,0.06825194187274271
40,0.06637496927232418
41,0.08434597241674764
42,0.06244867128183142
43,0.06438857242300787
44,0.06854881247757275
45,0.04413255337916394
46,0.04905691638278794
47,0.05948235357233164
48,0.04658695507759395
49,0.04918912705733428
50,0.06402129853288936
51,0.04960955829695899
52,0.05334895077066382
53,0.05485524800158917
54,0.07633417820032501
55,0.05794889125671264
56,0.0553081040939066
57,0.06999083040110889
58,0.04145782043446966
59,0.059978720245319535
60,0.0931310240627991
61,0.04788248273064635
62,0.07103128769636943
63,0.07432526381411067
64,0.05435466236143918
65,0.08543670758151631
66,0.06609511837774179
67,0.06097333817227961
68,0.05763688735825918
69,0.05537531461113688
70,0.05260311650488968
71,0.07210002355643637
72,0.06998951042178322
73,0.08252114909450135
74,0.04261198568161816
75,0.043984249351564725
76,0.05601699941768617
77,0.07202310531064594
78,0.05662453265110105
79,0.06140308714229655
80,0.047214605349497715
81,0.035484722269696185
82,0.062383006553783364
83,0.035710635064041804
84,0.0681026792220491
85,0.05046010929925579
86,0.06942476414010683
87,0.07104080494229004
88,0.06128601523104137
89,0.046837578704323
90,0.05914999416399254
91,0.05424443703201405
92,0.051436357099588347
93,0.04498708641049539
94,0.0670686087903066
95,0.06645680426367744
96,0.048277196147023464
97,0.06304594606208903
98,0.06545667085999617
99,0.06680190866424009
100,0.07479197490046738
101,0.0526358252664631
102,0.048099110954455175
103,0.06219099473172008
104,0.05847731303412787
105,0.05889651361541938
106,0.06784280350726134
107,0.06074599990988587
108,0.05492768742307694
109,0.07668777920835665
110,0.0761824404207546
111,0.06395421653547663
112,0.05329262083205532
113,0.07539864341606714
114,0.07016819206262831
115,0.043479741890696616
116,0.07542404976050955
117,0.05869344118999425
118,0.05430296774108741
119,0.05830378869816159
120,0.06607121212465487
121,0.06141135945315947
122,0.07060870115512734
123,0.05310106381398273
124,0.050957693587172864
125,0.06988905136858319
126,0.05252069637678338
127,0.05843582849710579
128,0.0713764293138432
129,0.06903949544881784
130,0.056158869263740946
131,0.07195438607314533
132,0.05576736707438455
133,0.07349278668091296
134,0.07171983291129472
135,0.04831213880001171
136,0.0594130533831187
137,0.05023727565153885
138,0.07199897809907095
139,0.05919031825447209
140,0.06819894221592995
141,0.06495250669708426
142,0.04818993385658178
143,0.05092049847587317
144,0.05700805338831808
145,0.0721063012282169
146,0.07307102130944144
147,0.03889234222076361
148,0.07155397553039833
149,0.06416788716445501
150,0.06419955062200317
151,0.059190596829475584
152,0.06141178929962385
153,0.06444852011024513
154,0.07490352294103977
155,0.06300038683400425
156,0.08763084079736838
157,0.046715303794048604
158,0.050096131079276414
159,0.05646797938633983
160,0.06085404565033266
161,0.06207199372452598
162,0.06398620673493438
163,0.07420515155046814
164,0.08823598439419648
165,0.05607990842887173
166,0.07350477955354522
167,0.06267327024261801
168,0.08433210703941169
169,0.06256424099119269
170,0.05507823888469899
171,0.08229998788241515
172,0.05739392965323233
173,0.05713874191853603
174,0.07488671278133072
175,0.07279629653757348
176,0.06331486812865812
177,0.061749420167381705
178,0.04376813585604739
179,0.07295534608649243
180,0.062434283492439784
181,0.041289056984927124
182,0.06404825442182033
183,0.0807045955473304
184,0.07226945611689473
185,0.049380518188706445
186,0.039921626448944425
187,0.05749691696020627
188,0.04263972914877368
189,0.06689493365522996
190,0.06509753906897625
191,0.044724541280548875
192,0.05386269497020667
193,0.037495657781380996
194,0.07965413597041589
195,0.05240507007446205
196,0.07757935180673811
197,0.05736099105784345
198,0.06659358905887584
199,0.07111429443895675
200,0.045323708299225045
201,0.07195979972711815
202,0.06519374436749187
203,0.05529497661889301
204,0.05643792404620282
205,0.07143534733465152
206,0.05428321718810554
207,0.0603317085851647
208,0.07225530126215383
209,0.04605854896815424
210,0.0633339434849001
211,0.056672272911946646
212,0.054099941791827956
213,0.05379985941251305
214,0.05750039014827416
215,0.04547255343945349
216,0.05759270012171793
217,0.07328810115987339
218,0.05969893839823107
219,0.0636821218714145
220,0.08440113876624658
221,0.05110850377079284
222,0.05823824514010936
223,0.04724292031992001
224,0.06339709033762737
225,0.061628346960889285
226,0.05088431779483616
227,0.06140694885847911
228,0.07404692585302013
229,0.06664373374358776
230,0.06529183089469848
231,0.042415571176951224
232,0.08185237216501225
233,0.04632676700531823
234,0.07050220017980074
235,0.06735217009161842
236,0.06343323974750409
237,0.03954720510340637
238,0.07499282529546816
239,0.06672349531935194
240,0.08597612630822497
241,0.06542095454602218
