trial_id,reference_id,esn0_db,seed,hard_oracle_packet_delivered,soft_oracle_packet_delivered,soft_crc_accept,soft_crc_false_delivery,soft_fix,soft_break,soft_decode_status,soft_header_valid,soft_crc_valid,soft_payload_hex
exp0_000008_rxg20_0_fulltrim:12:20260821,8,12.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260822,0,12.0,20260822,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804806e5722baf78563402
exp0_000002_rxg20_0_fulltrim:12:20260822,2,12.0,20260822,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260822,3,12.0,20260822,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260822,4,12.0,20260822,0,0,0,0,0,0,ok,1,0,40443322110001c05814ccf16343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260822,5,12.0,20260822,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260822,6,12.0,20260822,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260822,7,12.0,20260822,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260822,8,12.0,20260822,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260823,0,12.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:12:20260823,2,12.0,20260823,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260823,3,12.0,20260823,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260823,4,12.0,20260823,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260823,5,12.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260823,6,12.0,20260823,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260823,7,12.0,20260823,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260823,8,12.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260824,0,12.0,20260824,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563402
exp0_000002_rxg20_0_fulltrim:12:20260824,2,12.0,20260824,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260824,3,12.0,20260824,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260824,4,12.0,20260824,0,0,0,0,0,0,ok,1,0,404433221100010058040031634f14ab6fa34c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260824,5,12.0,20260824,0,0,0,0,0,0,ok,1,0,4044431625003104580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260824,6,12.0,20260824,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260824,7,12.0,20260824,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260824,8,12.0,20260824,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260825,0,12.0,20260825,0,0,0,0,0,0,ok,1,0,40443f2211000100580000b9883a2d118aa87066a99f804826e752297f78563412
exp0_000002_rxg20_0_fulltrim:12:20260825,2,12.0,20260825,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260825,3,12.0,20260825,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260825,4,12.0,20260825,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260825,5,12.0,20260825,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260825,6,12.0,20260825,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260825,7,12.0,20260825,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260825,8,12.0,20260825,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260826,0,12.0,20260826,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:12:20260826,2,12.0,20260826,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260826,3,12.0,20260826,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260826,4,12.0,20260826,0,0,0,0,0,0,ok,1,0,40443322110001505d5400616643646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260826,5,12.0,20260826,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260826,6,12.0,20260826,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260826,7,12.0,20260826,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260826,8,12.0,20260826,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260827,0,12.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804823e75229af78563462
exp0_000002_rxg20_0_fulltrim:12:20260827,2,12.0,20260827,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260827,3,12.0,20260827,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260827,4,12.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100580404316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260827,5,12.0,20260827,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260827,6,12.0,20260827,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260827,7,12.0,20260827,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260827,8,12.0,20260827,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260828,0,12.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:12:20260828,2,12.0,20260828,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260828,3,12.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:12:20260828,4,12.0,20260828,0,0,0,0,0,0,ok,1,0,40443322110001c0580400316f43646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260828,5,12.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260828,6,12.0,20260828,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260828,7,12.0,20260828,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260828,8,12.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260829,0,12.0,20260829,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e752f97fa856391f
exp0_000002_rxg20_0_fulltrim:12:20260829,2,12.0,20260829,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260829,3,12.0,20260829,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260829,4,12.0,20260829,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260829,5,12.0,20260829,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260829,6,12.0,20260829,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260829,7,12.0,20260829,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260829,8,12.0,20260829,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260830,0,12.0,20260830,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af7856b412
exp0_000002_rxg20_0_fulltrim:12:20260830,2,12.0,20260830,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260830,3,12.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260830,4,12.0,20260830,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260830,5,12.0,20260830,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260830,6,12.0,20260830,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:12:20260830,7,12.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:12:20260830,8,12.0,20260830,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260821,0,13.0,20260821,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563452
exp0_000002_rxg20_0_fulltrim:13:20260821,2,13.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260821,3,13.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260821,4,13.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260821,5,13.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260821,7,13.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260821,8,13.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260822,0,13.0,20260822,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260822,2,13.0,20260822,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260822,3,13.0,20260822,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260822,4,13.0,20260822,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260822,5,13.0,20260822,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260822,6,13.0,20260822,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260822,7,13.0,20260822,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260822,8,13.0,20260822,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260823,0,13.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260823,2,13.0,20260823,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260823,3,13.0,20260823,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260823,4,13.0,20260823,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260823,5,13.0,20260823,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260823,6,13.0,20260823,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260823,7,13.0,20260823,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260823,8,13.0,20260823,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260824,0,13.0,20260824,1,1,1,0,0,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260824,2,13.0,20260824,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260824,3,13.0,20260824,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260824,4,13.0,20260824,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260824,5,13.0,20260824,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260824,6,13.0,20260824,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260824,7,13.0,20260824,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260824,8,13.0,20260824,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260825,0,13.0,20260825,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260825,2,13.0,20260825,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260825,3,13.0,20260825,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260825,4,13.0,20260825,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260825,5,13.0,20260825,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260825,6,13.0,20260825,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260825,7,13.0,20260825,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260825,8,13.0,20260825,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260826,0,13.0,20260826,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260826,2,13.0,20260826,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260826,3,13.0,20260826,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260826,4,13.0,20260826,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260826,5,13.0,20260826,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260826,6,13.0,20260826,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260826,7,13.0,20260826,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260826,8,13.0,20260826,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260827,0,13.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260827,2,13.0,20260827,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260827,3,13.0,20260827,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260827,4,13.0,20260827,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260827,5,13.0,20260827,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260827,6,13.0,20260827,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260827,7,13.0,20260827,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260827,8,13.0,20260827,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260828,0,13.0,20260828,1,1,1,0,0,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260828,2,13.0,20260828,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260828,3,13.0,20260828,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260828,4,13.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260828,5,13.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260828,6,13.0,20260828,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260828,7,13.0,20260828,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260828,8,13.0,20260828,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260829,0,13.0,20260829,1,1,1,0,0,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260829,2,13.0,20260829,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260829,3,13.0,20260829,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260829,4,13.0,20260829,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260829,5,13.0,20260829,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260829,6,13.0,20260829,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260829,7,13.0,20260829,1,1,1,0,0,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260829,8,13.0,20260829,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260830,0,13.0,20260830,0,1,1,0,1,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:13:20260830,2,13.0,20260830,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260830,3,13.0,20260830,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:13:20260830,4,13.0,20260830,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:13:20260830,5,13.0,20260830,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260830,6,13.0,20260830,1,1,1,0,0,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:13:20260830,7,13.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:13:20260830,8,13.0,20260830,1,1,1,0,0,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:14:20260821,0,14.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412
exp0_000002_rxg20_0_fulltrim:14:20260821,2,14.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
