packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,116,0,6:74,404433221100740058303132333435363738393a3b3c3d3e3f4041424378563412,-0.171287297,-0.171287297,0.000000000,map,4.000000000,10,0.603202611,0.380972958,0.000000000,0.114602137,0.474456986,0.825620888,-0.072964721,-1.706050793,0.000000000
1,1,49,0,6:31,404433221100310058303132333435363738393a3b3c3d3e3f4041424378563412,-0.176091709,-0.176091709,0.000000000,map,4.000000000,10,0.630728566,0.273953236,0.000000000,0.130669015,0.501704361,1.045828530,-0.094857731,-1.950599879,0.000000000
1,1,100,0,6:64,404433221100640058303132333435363738393a3b3c3d3e3f4041424378563412,-0.186419820,-0.186419820,0.000000000,map,4.000000000,10,0.624968475,0.372294369,0.000000000,0.109798792,0.556141154,0.999747797,-0.066976526,-2.014342528,0.000000000
1,1,178,0,6:b2,404433221100b20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.186719555,-0.186719555,0.000000000,map,4.000000000,10,0.639918976,0.288930517,0.000000000,0.112549280,0.945941639,1.119351807,-0.070374113,-2.156852252,0.000000000
1,1,20,0,6:14,404433221100140058303132333435363738393a3b3c3d3e3f4041424378563412,-0.188085590,-0.188085590,0.000000000,map,4.000000000,10,0.613090684,0.367772999,0.000000000,0.121424223,0.390226888,0.904725475,-0.081910233,-1.866559209,0.000000000
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,-0.201703493,-0.201703493,0.000000000,map,4.000000000,10,0.634856548,0.359094410,0.000000000,0.114545642,0.506589189,1.078852384,-0.072892800,-2.174850945,0.000000000
1,1,66,0,6:42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,-0.202660220,-0.202660220,0.000000000,map,4.000000000,10,0.651846099,0.365789496,0.000000000,0.137915512,0.616623522,1.214768790,-0.105670491,-2.267585858,0.000000000
1,1,81,0,6:51,404433221100510058303132333435363738393a3b3c3d3e3f4041424378563412,-0.216696951,-0.216696951,0.000000000,map,4.000000000,10,0.618852808,0.285319437,0.000000000,0.127239850,0.540462238,0.950822462,-0.089944330,-2.047152006,0.000000000
1,1,210,0,6:d2,404433221100d20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.221140305,-0.221140305,0.000000000,map,4.000000000,10,0.628043217,0.300296719,0.000000000,0.097757409,0.966874029,1.024345738,-0.053091728,-2.253404379,0.000000000
1,1,162,0,6:a2,404433221100a20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.229046992,-0.229046992,0.000000000,map,4.000000000,10,0.661684840,0.280251928,0.000000000,0.146217764,0.533769795,1.293478716,-0.118775748,-2.465143987,0.000000000
1,1,48,0,6:30,404433221100300058303132333435363738393a3b3c3d3e3f4041424378563412,-0.240022885,-0.240022885,0.000000000,map,4.000000000,10,0.593989958,0.331522174,0.000000000,0.109635169,0.427086458,0.751919662,-0.066777058,-1.973071361,0.000000000
1,1,148,0,6:94,404433221100940058303132333435363738393a3b3c3d3e3f4041424378563412,-0.250839568,-0.250839568,0.000000000,map,4.000000000,10,0.611053667,0.293601633,0.000000000,0.121213377,0.299714610,0.888429332,-0.081626015,-2.160669466,0.000000000
1,1,36,0,6:24,404433221100240058303132333435363738393a3b3c3d3e3f4041424378563412,-0.251132437,-0.251132437,0.000000000,map,4.000000000,10,0.610810034,0.356827893,0.000000000,0.126453604,0.376368298,0.886480271,-0.088836188,-2.141672053,0.000000000
1,1,55,0,6:37,404433221100370058303132333435363738393a3b3c3d3e3f4041424378563412,-0.262830095,-0.262830095,0.000000000,map,4.000000000,10,0.581743180,0.293751127,0.000000000,0.161485785,0.747750226,0.653945437,-0.144875883,-1.769392564,0.000000000
1,1,194,0,6:c2,404433221100c20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.265556307,-0.265556307,0.000000000,map,4.000000000,10,0.649809081,0.291618129,0.000000000,0.137915512,0.616623522,1.198472648,-0.105670491,-2.561696115,0.000000000
1,1,226,0,6:e2,404433221100e20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.267604862,-0.267604862,0.000000000,map,4.000000000,10,0.625762567,0.289351613,0.000000000,0.069523797,0.983426700,1.006100534,-0.026853102,-2.528517223,0.000000000
1,1,80,0,6:50,404433221100500058303132333435363738393a3b3c3d3e3f4041424378563412,-0.279151507,-0.279151507,0.000000000,map,4.000000000,10,0.582114199,0.342888375,0.000000000,0.102975118,0.496199938,0.656913593,-0.058910416,-2.069623488,0.000000000
1,1,97,0,6:61,404433221100610058303132333435363738393a3b3c3d3e3f4041424378563412,-0.280686417,-0.280686417,0.000000000,map,4.000000000,10,0.616572157,0.274374331,0.000000000,0.133326645,0.515269867,0.932577258,-0.098755523,-2.322264850,0.000000000
1,1,68,0,6:44,404433221100440058303132333435363738393a3b3c3d3e3f4041424378563412,-0.289471758,-0.289471758,0.000000000,map,4.000000000,10,0.598934275,0.368194095,0.000000000,0.119542336,0.458457763,0.791474202,-0.079390946,-2.238224180,0.000000000
1,1,130,0,6:82,404433221100820058303132333435363738393a3b3c3d3e3f4041424378563412,-0.293003149,-0.293003149,0.000000000,map,4.000000000,10,0.635650640,0.276151654,0.000000000,0.097671636,0.966986347,1.085205122,-0.052998602,-2.689025639,0.000000000
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,-0.295626525,-0.295626525,0.000000000,map,4.000000000,10,0.626460231,0.261174372,0.000000000,0.136810964,0.476742203,1.011681845,-0.103984667,-2.482773266,0.000000000
1,1,87,0,6:57,404433221100570058303132333435363738393a3b3c3d3e3f4041424378563412,-0.297907982,-0.297907982,0.000000000,map,4.000000000,10,0.569867421,0.305117329,0.000000000,0.152326619,0.783510248,0.558939368,-0.128907771,-1.865944692,0.000000000
1,1,113,0,6:71,404433221100710058303132333435363738393a3b3c3d3e3f4041424378563412,-0.303553022,-0.303553022,0.000000000,map,4.000000000,10,0.594806294,0.283052920,0.000000000,0.180370605,0.869277897,0.758450349,-0.180741973,-2.013973114,0.000000000
1,1,164,0,6:a4,404433221100a40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.314288783,-0.314288783,0.000000000,map,4.000000000,10,0.608773016,0.282656527,0.000000000,0.126823528,0.285514693,0.870184128,-0.089356707,-2.435782309,0.000000000
1,1,244,0,6:f4,404433221100f40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.315366493,-0.315366493,0.000000000,map,4.000000000,10,0.601165593,0.306801591,0.000000000,0.205814405,0.396548450,0.809324745,-0.235330940,-2.000161049,0.000000000
1,1,54,0,6:36,404433221100360058303132333435363738393a3b3c3d3e3f4041424378563412,-0.319281210,-0.319281210,0.000000000,map,4.000000000,10,0.545004571,0.351320065,0.000000000,0.135389495,0.614976478,0.360036568,-0.101835085,-1.791864047,0.000000000
1,1,180,0,6:b4,404433221100b40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.330947393,-0.330947393,0.000000000,map,4.000000000,10,0.587007152,0.291335116,0.000000000,0.169135714,0.873243428,0.696057219,-0.158927165,-2.127490574,0.000000000
1,1,62,0,6:3e,4044332211003e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.332835377,-0.332835377,0.000000000,map,4.000000000,10,0.550044920,0.323577626,0.000000000,0.186945005,0.910852611,0.400359359,-0.194157972,-1.679231153,0.000000000
1,1,17,0,6:11,404433221100110058303132333435363738393a3b3c3d3e3f4041424378563412,-0.336180751,-0.336180751,0.000000000,map,4.000000000,10,0.604694367,0.269852962,0.000000000,0.199605471,0.841964014,0.837554936,-0.221346357,-2.174481531,0.000000000
1,1,56,0,6:38,404433221100380058303132333435363738393a3b3c3d3e3f4041424378563412,-0.340042861,-0.340042861,0.000000000,map,4.000000000,10,0.599030307,0.303779734,0.000000000,0.244470204,0.812976825,0.792242452,-0.332031560,-1.860438468,0.000000000
1,1,96,0,6:60,404433221100600058303132333435363738393a3b3c3d3e3f4041424378563412,-0.341886760,-0.341886760,0.000000000,map,4.000000000,10,0.579833549,0.331943269,0.000000000,0.108343771,0.472111136,0.638668390,-0.065213181,-2.344736332,0.000000000
1,1,177,0,6:b1,404433221100b10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.351878026,-0.351878026,0.000000000,map,4.000000000,10,0.578610835,0.193415078,0.000000000,0.089028995,0.977685655,0.628886680,-0.044034233,-2.435412895,0.000000000
1,1,196,0,6:c4,404433221100c40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.355201451,-0.355201451,0.000000000,map,4.000000000,10,0.596897257,0.294022728,0.000000000,0.123735478,0.348603682,0.775178060,-0.085058158,-2.532334437,0.000000000
1,1,0,0,6:00,404433221100000058303132333435363738393a3b3c3d3e3f4041424378563412,-0.358334684,-0.358334684,0.000000000,map,4.000000000,10,0.589721622,0.318743310,0.000000000,0.114988835,0.405278712,0.717772977,-0.073457957,-2.505244748,0.000000000
1,1,86,0,6:56,404433221100560058303132333435363738393a3b3c3d3e3f4041424378563412,-0.359163848,-0.359163848,0.000000000,map,4.000000000,10,0.533128812,0.362686267,0.000000000,0.131094492,0.649981112,0.265030500,-0.095476476,-1.888416174,0.000000000
1,1,103,0,6:67,404433221100670058303132333435363738393a3b3c3d3e3f4041424378563412,-0.361930957,-0.361930957,0.000000000,map,4.000000000,10,0.567586771,0.294172222,0.000000000,0.157484846,0.773331492,0.540694164,-0.137785982,-2.141057535,0.000000000
1,1,23,0,6:17,404433221100170058303132333435363738393a3b3c3d3e3f4041424378563412,-0.365619376,-0.365619376,0.000000000,map,4.000000000,10,0.555708980,0.289650853,0.000000000,0.167981242,0.912234768,0.445671842,-0.156764987,-1.993274216,0.000000000
1,1,119,0,6:77,404433221100770058303132333435363738393a3b3c3d3e3f4041424378563412,-0.369003193,-0.369003193,0.000000000,map,4.000000000,10,0.545820907,0.302850812,0.000000000,0.184046366,0.868805226,0.366567255,-0.188183694,-1.832765800,0.000000000
1,1,112,0,6:70,404433221100700058303132333435363738393a3b3c3d3e3f4041424378563412,-0.371344134,-0.371344134,0.000000000,map,4.000000000,10,0.558067685,0.340621858,0.000000000,0.169907653,0.853151799,0.464541480,-0.160381169,-2.036444596,0.000000000
1,1,94,0,6:5e,4044332211005e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.373742251,-0.373742251,0.000000000,map,4.000000000,10,0.538169161,0.334943827,0.000000000,0.184858352,0.923604986,0.305353290,-0.189847835,-1.775783280,0.000000000
1,1,88,0,6:58,404433221100580058303132333435363738393a3b3c3d3e3f4041424378563412,-0.376891152,-0.376891152,0.000000000,map,4.000000000,10,0.587154548,0.315145936,0.000000000,0.239851551,0.868266647,0.697236384,-0.319604259,-1.956990595,0.000000000
1,1,7,0,6:07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,-0.382490415,-0.382490415,0.000000000,map,4.000000000,10,0.577474844,0.280972264,0.000000000,0.166630394,0.737270480,0.619798752,-0.154253824,-2.301565952,0.000000000
1,1,212,0,6:d4,404433221100d40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.384587020,-0.384587020,0.000000000,map,4.000000000,10,0.575131394,0.302701317,0.000000000,0.180041263,0.860940021,0.601051150,-0.180082536,-2.224042701,0.000000000
1,1,16,0,6:10,404433221100100058303132333435363738393a3b3c3d3e3f4041424378563412,-0.393455924,-0.393455924,0.000000000,map,4.000000000,10,0.567955758,0.327421900,0.000000000,0.179976837,0.843928498,0.543646067,-0.179953677,-2.196953013,0.000000000
1,1,209,0,6:d1,404433221100d10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.394939968,-0.394939968,0.000000000,map,4.000000000,10,0.566735076,0.204781279,0.000000000,0.089028995,0.977685655,0.533880611,-0.044034233,-2.531965022,0.000000000
1,1,33,0,6:21,404433221100210058303132333435363738393a3b3c3d3e3f4041424378563412,-0.398142297,-0.398142297,0.000000000,map,4.000000000,10,0.602413716,0.258907855,0.000000000,0.201738216,0.839452914,0.819309732,-0.226101710,-2.449594374,0.000000000
1,1,59,0,6:3b,4044332211003b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.400347731,-0.400347731,0.000000000,map,4.000000000,10,0.541648602,0.225657588,0.000000000,0.176173570,0.816152940,0.333188820,-0.172428482,-1.987153474,0.000000000
1,1,51,0,6:33,404433221100330058303132333435363738393a3b3c3d3e3f4041424378563412,-0.402239793,-0.402239793,0.000000000,map,4.000000000,10,0.536608254,0.253400027,0.000000000,0.141349389,0.639652326,0.292866029,-0.110998053,-2.099786368,0.000000000
1,1,241,0,6:f1,404433221100f10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.405976446,-0.405976446,0.000000000,map,4.000000000,10,0.592769276,0.208881553,0.000000000,0.216248460,0.489097238,0.742154206,-0.259796648,-2.308083370,0.000000000
1,1,183,0,6:b7,404433221100b70058303132333435363738393a3b3c3d3e3f4041424378563412,-0.418569743,-0.418569743,0.000000000,map,4.000000000,10,0.529625448,0.213212969,0.000000000,0.098552668,0.973567554,0.237003586,-0.053959047,-2.254205580,0.000000000
1,1,65,0,6:41,404433221100410058303132333435363738393a3b3c3d3e3f4041424378563412,-0.420632884,-0.420632884,0.000000000,map,4.000000000,10,0.590537958,0.270274057,0.000000000,0.182462653,0.867012397,0.724303663,-0.184958998,-2.546146502,0.000000000
1,1,102,0,6:66,404433221100660058303132333435363738393a3b3c3d3e3f4041424378563412,-0.422897795,-0.422897795,0.000000000,map,4.000000000,10,0.530848162,0.351741160,0.000000000,0.136674041,0.631476471,0.246785296,-0.103776630,-2.163529017,0.000000000
1,1,104,0,6:68,404433221100680058303132333435363738393a3b3c3d3e3f4041424378563412,-0.424956704,-0.424956704,0.000000000,map,4.000000000,10,0.584873897,0.304200830,0.000000000,0.231045823,0.826516567,0.678991180,-0.296567623,-2.232103438,0.000000000
1,1,39,0,6:27,404433221100270058303132333435363738393a3b3c3d3e3f4041424378563412,-0.426349026,-0.426349026,0.000000000,map,4.000000000,10,0.553428330,0.278705747,0.000000000,0.169204546,0.911573083,0.427426638,-0.159056547,-2.268387060,0.000000000
1,1,145,0,6:91,404433221100910058303132333435363738393a3b3c3d3e3f4041424378563412,-0.428045728,-0.428045728,0.000000000,map,4.000000000,10,0.602657349,0.195681595,0.000000000,0.224212276,0.425922846,0.821258793,-0.279284138,-2.468591787,0.000000000
1,1,228,0,6:e4,404433221100e40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.432145866,-0.432145866,0.000000000,map,4.000000000,10,0.572850743,0.291756211,0.000000000,0.167588328,0.875264175,0.582805946,-0.156032486,-2.499155545,0.000000000
1,1,6,0,6:06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,-0.438591703,-0.438591703,0.000000000,map,4.000000000,10,0.540736235,0.338541202,0.000000000,0.141040445,0.596183730,0.325889883,-0.110513373,-2.324037434,0.000000000
1,1,32,0,6:20,404433221100200058303132333435363738393a3b3c3d3e3f4041424378563412,-0.441367227,-0.441367227,0.000000000,map,4.000000000,10,0.565675108,0.316476793,0.000000000,0.167897402,0.856902362,0.525400863,-0.156608542,-2.472065856,0.000000000
1,1,225,0,6:e1,404433221100e10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.446511978,-0.446511978,0.000000000,map,4.000000000,10,0.564454426,0.193836173,0.000000000,0.071006283,0.986323660,0.515635408,-0.028010513,-2.807077866,0.000000000
1,1,247,0,6:f7,404433221100f70058303132333435363738393a3b3c3d3e3f4041424378563412,-0.446676651,-0.446676651,0.000000000,map,4.000000000,10,0.543783889,0.228679445,0.000000000,0.197972015,0.704406949,0.350271112,-0.217738436,-2.126876056,0.000000000
1,1,115,0,6:73,404433221100730058303132333435363738393a3b3c3d3e3f4041424378563412,-0.447155887,-0.447155887,0.000000000,map,4.000000000,10,0.500685981,0.262499712,0.000000000,0.075647434,0.982391137,0.005487847,-0.031791857,-2.163159603,0.000000000
1,1,91,0,6:5b,4044332211005b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.448979172,-0.448979172,0.000000000,map,4.000000000,10,0.529772844,0.237023790,0.000000000,0.181774987,0.799577357,0.238182751,-0.183567478,-2.083705602,0.000000000
1,1,126,0,6:7e,4044332211007e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.453877112,-0.453877112,0.000000000,map,4.000000000,10,0.514122647,0.332677310,0.000000000,0.219309257,0.824903818,0.112981177,-0.267203056,-1.742604388,0.000000000
1,1,83,0,6:53,404433221100530058303132333435363738393a3b3c3d3e3f4041424378563412,-0.454068484,-0.454068484,0.000000000,map,4.000000000,10,0.524732495,0.264766229,0.000000000,0.152104171,0.795358266,0.197859961,-0.128531550,-2.196338495,0.000000000
1,1,176,0,6:b0,404433221100b00058303132333435363738393a3b3c3d3e3f4041424378563412,-0.454381965,-0.454381965,0.000000000,map,4.000000000,10,0.541872226,0.250984016,0.000000000,0.129452057,0.918019060,0.334977811,-0.093099084,-2.457884377,0.000000000
1,1,132,0,6:84,404433221100840058303132333435363738393a3b3c3d3e3f4041424378563412,-0.454858372,-0.454858372,0.000000000,map,4.000000000,10,0.582738817,0.278556253,0.000000000,0.178396067,0.863123564,0.661910534,-0.176806427,-2.659663961,0.000000000
1,1,58,0,6:3a,4044332211003a0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.459344706,-0.459344706,0.000000000,map,4.000000000,10,0.504909994,0.283226526,0.000000000,0.155583717,0.943882885,0.039279951,-0.134479406,-2.009624956,0.000000000
1,1,215,0,6:d7,404433221100d70058303132333435363738393a3b3c3d3e3f4041424378563412,-0.461631686,-0.461631686,0.000000000,map,4.000000000,10,0.517749690,0.224579171,0.000000000,0.098552668,0.973567554,0.141997518,-0.053959047,-2.350757708,0.000000000
1,1,120,0,6:78,404433221100780058303132333435363738393a3b3c3d3e3f4041424378563412,-0.464057729,-0.464057729,0.000000000,map,4.000000000,10,0.563108034,0.312879419,0.000000000,0.272000229,0.821825693,0.504864271,-0.411022913,-1.923811703,0.000000000
1,1,8,0,6:08,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,-0.464411452,-0.464411452,0.000000000,map,4.000000000,10,0.594761971,0.291000871,0.000000000,0.251294028,0.803326903,0.758095767,-0.350826046,-2.392611855,0.000000000
1,1,110,0,6:6e,4044332211006e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.466432977,-0.466432977,0.000000000,map,4.000000000,10,0.535888511,0.323998721,0.000000000,0.214688329,0.830659454,0.287108086,-0.256061547,-2.050896124,0.000000000
1,1,129,0,6:81,404433221100810058303132333435363738393a3b3c3d3e3f4041424378563412,-0.467032858,-0.467032858,0.000000000,map,4.000000000,10,0.574342499,0.180636215,0.000000000,0.089399195,0.977546907,0.594739995,-0.044401201,-2.967586282,0.000000000
1,1,19,0,6:13,404433221100130058303132333435363738393a3b3c3d3e3f4041424378563412,-0.470408562,-0.470408562,0.000000000,map,4.000000000,10,0.510574054,0.249299753,0.000000000,0.098266494,0.971526927,0.084592435,-0.053646133,-2.323668020,0.000000000
1,1,151,0,6:97,404433221100970058303132333435363738393a3b3c3d3e3f4041424378563412,-0.470956456,-0.470956456,0.000000000,map,4.000000000,10,0.553671962,0.215479486,0.000000000,0.208558038,0.654661817,0.429375699,-0.241646974,-2.287384472,0.000000000
1,1,240,0,6:f0,404433221100f00058303132333435363738393a3b3c3d3e3f4041424378563412,-0.480390003,-0.480390003,0.000000000,map,4.000000000,10,0.556030667,0.266450491,0.000000000,0.213266341,0.479969699,0.448245337,-0.252680734,-2.330554853,0.000000000
1,1,254,0,6:fe,404433221100fe0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.483536827,-0.483536827,0.000000000,map,4.000000000,10,0.512085629,0.258505944,0.000000000,0.190082762,0.907657994,0.096685034,-0.200730313,-2.036714645,0.000000000
1,1,71,0,6:47,404433221100470058303132333435363738393a3b3c3d3e3f4041424378563412,-0.485958956,-0.485958956,0.000000000,map,4.000000000,10,0.541552571,0.290071948,0.000000000,0.185977025,0.866833259,0.332420570,-0.192152522,-2.364939187,0.000000000
1,1,107,0,6:6b,4044332211006b0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.486676683,-0.486676683,0.000000000,map,4.000000000,10,0.527492193,0.226078683,0.000000000,0.158628677,0.841711241,0.219937547,-0.139794762,-2.358818445,0.000000000
1,1,118,0,6:76,404433221100760058303132333435363738393a3b3c3d3e3f4041424378563412,-0.489127799,-0.489127799,0.000000000,map,4.000000000,10,0.509082298,0.360419750,0.000000000,0.221468233,0.765091316,0.072658386,-0.272489879,-1.855237282,0.000000000
1,1,161,0,6:a1,404433221100a10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.491452752,-0.491452752,0.000000000,map,4.000000000,10,0.600376699,0.184736489,0.000000000,0.227260820,0.425600508,0.803013589,-0.286930446,-2.743704631,0.000000000
1,1,30,0,6:1e,4044332211001e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.492364858,-0.492364858,0.000000000,map,4.000000000,10,0.524010720,0.319477352,0.000000000,0.239822738,0.800197751,0.192085764,-0.319527477,-1.903112805,0.000000000
1,1,64,0,6:40,404433221100400058303132333435363738393a3b3c3d3e3f4041424378563412,-0.493958691,-0.493958691,0.000000000,map,4.000000000,10,0.553799349,0.327842995,0.000000000,0.177820599,0.847893750,0.430394795,-0.175667586,-2.568617984,0.000000000
1,1,90,0,6:5a,4044332211005a0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.493960810,-0.493960810,0.000000000,map,4.000000000,10,0.493034235,0.294592728,0.000000000,0.145484676,0.949043028,-0.055726117,-0.117587727,-2.106177084,0.000000000
1,1,14,0,6:0e,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.495333969,-0.495333969,0.000000000,map,4.000000000,10,0.545776584,0.310798763,0.000000000,0.228162754,0.839499907,0.366212673,-0.289212458,-2.211404540,0.000000000
1,1,61,0,6:3d,4044332211003d0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.495778893,-0.495778893,0.000000000,map,4.000000000,10,0.488736779,0.228062187,0.000000000,0.171493070,0.874336898,-0.090105768,-0.163388183,-1.957791796,0.000000000
1,1,24,0,6:18,404433221100180058303132333435363738393a3b3c3d3e3f4041424378563412,-0.501030412,-0.501030412,0.000000000,map,4.000000000,10,0.572996107,0.299679460,0.000000000,0.287849087,0.806533203,0.583968858,-0.460317204,-2.084320119,0.000000000
1,1,208,0,6:d0,404433221100d00058303132333435363738393a3b3c3d3e3f4041424378563412,-0.503819772,-0.503819772,0.000000000,map,4.000000000,10,0.529996468,0.262350217,0.000000000,0.138033135,0.909795226,0.239971743,-0.105850813,-2.554436504,0.000000000
1,1,182,0,6:b6,404433221100b60058303132333435363738393a3b3c3d3e3f4041424378563412,-0.512003826,-0.512003826,0.000000000,map,4.000000000,10,0.492886840,0.270781908,0.000000000,0.123608873,0.944233588,-0.056905282,-0.084884186,-2.276677063,0.000000000
1,1,99,0,6:63,404433221100630058303132333435363738393a3b3c3d3e3f4041424378563412,-0.518044165,-0.518044165,0.000000000,map,4.000000000,10,0.522451845,0.253821123,0.000000000,0.157215557,0.785927427,0.179614757,-0.137315174,-2.471451339,0.000000000
1,1,35,0,6:23,404433221100230058303132333435363738393a3b3c3d3e3f4041424378563412,-0.518367606,-0.518367606,0.000000000,map,4.000000000,10,0.508293404,0.238354647,0.000000000,0.073968688,0.983228343,0.066347231,-0.030396482,-2.598780863,0.000000000
1,1,231,0,6:e7,404433221100e70058303132333435363738393a3b3c3d3e3f4041424378563412,-0.521197966,-0.521197966,0.000000000,map,4.000000000,10,0.515469039,0.213634065,0.000000000,0.098520538,0.973643610,0.123752314,-0.053923869,-2.625870551,0.000000000
1,1,158,0,6:9e,4044332211009e0058303132333435363738393a3b3c3d3e3f4041424378563412,-0.521831544,-0.521831544,0.000000000,map,4.000000000,10,0.521973703,0.245305985,0.000000000,0.213261251,0.887462640,0.175789621,-0.252668674,-2.197223061,0.000000000
1,1,3,0,6:03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,-0.522061106,-0.522061106,0.000000000,map,4.000000000,10,0.532339918,0.240621164,0.000000000,0.147396190,0.620124505,0.258719344,-0.120697982,-2.631959755,0.000000000
1,1,193,0,6:c1,404433221100c10058303132333435363738393a3b3c3d3e3f4041424378563412,-0.524336925,-0.524336925,0.000000000,map,4.000000000,10,0.588500940,0.196102690,0.000000000,0.219051326,0.488524397,0.708007521,-0.266574908,-2.840256758,0.000000000
