file_name,target_snr_db,signal_reference_power,added_noise_power,seed,cfo_correction_mode,frame_index,packet_index,event_index,payload_symbol_index,frame_symbol_index,start_sample,header_start_sample,sf,os_factor,cfo_int,cfo_frac,cfo_common_phase_rad,sto_frac,sfo_hat,gt_raw_fft_bin,gt_signed_fft_bin,noisy_argmax_bin,is_argmax_correct,gt_bin_rank,gt_bin_real,gt_bin_imag,gt_bin_amp,gt_bin_power,gt_bin_phase,gt_peak_energy_ratio,gt_to_argmax_power_db,selected_peak_amp,selected_peak_power,selected_peak_phase,selected_peak_margin_db,total_fft_energy,clean_gt_peak_amp,clean_gt_peak_phase,gt_bin_phase_unwrap,phase_linear_fit,phase_linear_residual,packet_phase_slope_pi_per_symbol,packet_phase_linear_r2,packet_phase_linear_rmse_pi,packet_residual_quad_r2
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,222,222,222,1,1,7.646716594696045,-2.8063251972198486,8.14541194735729,66.34772491455078,-0.351736310733894,0.07794858590329369,0.0,8.14541194735729,66.34772491455078,-0.351736310733894,10.846940409755367,851.1729128333973,7.063831186843052,-3.098894693806952,-0.351736310733894,0.408341164650449,-0.7600774753843431,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,1,9,2555056,2518192,10,4,-24,-0.42916033761813344,-1381.436471700509,-0.04216817378983262,-0.006261318519996445,826,-198,826,1,1,5.9912543296813965,-1.8877357244491577,6.281614012997588,39.45867919921875,-0.3052353188023621,0.048674425110492824,0.0,6.281614012997588,39.45867919921875,-0.3052353188023621,8.75144261391756,810.6655417017464,6.74510206672026,0.4595877892856269,-0.3052353188023621,0.2399391466795663,-0.5451744654819284,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,2,10,2559152,2518192,10,4,-24,-0.42916033761813344,-1534.9294130005655,-0.04216817378983262,-0.006261318519996445,922,-102,922,1,1,6.0469255447387695,-2.81976318359375,6.6720591240759415,44.516380310058594,-0.4363371343433489,0.05202842862077076,0.0,6.6720591240759415,44.516380310058594,-0.4363371343433489,8.178785054180413,855.616467576474,7.440769902043106,-2.3172671145511328,-0.4363371343433489,0.07153712870868362,-0.5078742630520325,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,3,11,2563248,2518192,10,4,-24,-0.42916033761813344,-1688.422354300622,-0.04216817378983262,-0.006261318519996445,718,-306,718,1,1,6.616443157196045,-4.569623947143555,8.04106852792054,64.6587905883789,-0.6044208896661931,0.08026546864370791,0.0,8.04106852792054,64.6587905883789,-0.6044208896661931,11.364472051528246,805.5617400727351,7.401109039565556,1.2288693529772425,-0.6044208896661931,-0.09686488926219905,-0.5075560004039941,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,4,12,2567344,2518192,10,4,-24,-0.42916033761813344,-1841.9152956006785,-0.04216817378983262,-0.006261318519996445,107,107,107,1,1,6.2291436195373535,-4.114522933959961,7.4653552632748434,55.73153305053711,-0.5837406139953545,0.0652718853074521,0.0,7.4653552632748434,55.73153305053711,-0.5837406139953545,9.247270027506785,853.8367290606548,7.367553942644698,-1.5304539817973404,-0.5837406139953545,-0.2652669072330818,-0.3184737067622727,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,5,13,2571440,2518192,10,4,-24,-0.42916033761813344,-1995.4082369007351,-0.04216817378983262,-0.006261318519996445,468,468,468,1,1,4.793185710906982,-3.7429451942443848,6.0814692292537345,36.98427200317383,-0.6629786748041293,0.04590612474815852,0.0,6.0814692292537345,36.98427200317383,-0.6629786748041293,7.9095055718710725,805.6500566333998,7.34648279164602,1.9985015584324404,-0.6629786748041293,-0.4336689252039645,-0.22930974960016481,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,6,14,2575536,2518192,10,4,-24,-0.42916033761813344,-2148.9011782007915,-0.04216817378983262,-0.006261318519996445,89,89,89,1,1,4.375611305236816,-4.000149250030518,5.928504728600286,35.14717102050781,-0.7406009344086176,0.04437662720568419,0.0,5.928504728600286,35.14717102050781,-0.7406009344086176,7.68941862532818,792.0198814930627,7.345387635035792,-0.7786539625172761,-0.7406009344086176,-0.6020709431748471,-0.13852999123377052,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,7,15,2579633,2518192,10,4,-24,-0.42916033761813344,-2302.4315933634703,-0.04216817378983262,-0.006261318519996445,713,-311,713,1,1,6.202566146850586,-5.818825721740723,8.504737478961262,72.33056640625,-0.7534875354368322,0.08653561595269182,0.0,8.504737478961262,72.33056640625,-0.7534875354368322,11.571374014014474,835.8473630764056,7.212777183507643,2.699145587458501,-0.7534875354368322,-0.7704729611457298,0.016985425708897606,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,8,16,2583729,2518192,10,4,-24,-0.42916033761813344,-2455.9245346635266,-0.04216817378983262,-0.006261318519996445,865,-159,865,1,1,4.539931297302246,-6.922858715057373,8.278704546779664,68.53694915771484,-0.9903626023411557,0.08099523155710509,0.0,8.278704546779664,68.53694915771484,-0.9903626023411557,10.443400140245958,846.1849894137704,7.323200850899506,-0.10777339604293505,-0.9903626023411557,-0.9388749791166126,-0.05148762322454315,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m10dB.bin,-10.0,7.297427983845209e-05,0.0007297427983845208,20260531,continuous,0,1,1,9,17,2587825,2518192,10,4,-24,-0.42916033761813344,-2609.4174759635835,-0.04216817378983262,-0.006261318519996445,492,492,492,1,1,4.6084089279174805,-6.074162483215332,7.624492292566777,58.13288116455078,-0.92175650582241,0.06719970232328039,0.0,7.624492292566777,58.13288116455078,-0.92175650582241,9.860376862311673,865.0764684177993,7.328638112433475,-2.891570629016237,-0.92175650582241,-1.1072769970874954,0.1855204912650854,-0.05360402717343234,0.9433795832874464,0.1326297035011411,0.9582763315115705
