packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,704512,884736,10,7610,-582,3.1537617113291807,712704,8192,7610,-582,2.713229177105006,0.32556668660947446,1,730112,877568,896000,303.67744249442245,7866,-326,16,7890,7898,24,32,0,0,341,341,0,5.301038675323831,2.221825311938944,1,326,1304,731416,878872,897304,731416,897332,0.0,0,16,16,24,32,24,32,0,0,15,15,15.0,12,0.1815471649169922,0.03024489549966734,0.01884071741855246,0.01884071741855246,0,7,14,7.181547164916992,438.32685332745314,0.0018406672044589379,0.0073626688178357515,8.987632834272158e-07,124999.88765458956,0.04829139268989546,0.05611422830884594,0,24,32,0,1,0.05611422830884594,0.0,0,12,12,,,,,,
1,1,3211264,3358720,8,7177,-1015,0.6145109827714408,3215352,4088,7,7,27.14925996824015,0.7683637361505774,1,3231680,3379136,3397568,571.402970740614,8185,-7,16,17,25,24,32,0,0,21,21,0,27.59748541252009,18.56408664260804,1,7,28,3231708,3379164,3397596,3231706,3397622,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.08677957206964493,0.4246662857509772,0.41458619824482124,0.41458619824482124,2,7,14,7.086779572069645,432.5426984905789,0.0018163777865669584,0.0072655111462678335,8.869032160971476e-07,124999.88913709798,0.44364824282989257,0.4513678484228021,2,24,32,0,1,-0.04863215157719791,0.0,0,12,12,,,,,,
2,2,5718016,5881856,9,596,596,0.29993994973149846,5723872,5856,12,12,0.8799657606155477,0.3364706861969058,1,5732040,5879496,5897928,231.07725380973233,6,6,16,31,39,24,32,1,1,7,7,0,0.5909075528907611,1.3873439165095511,0,-6,-24,5732016,5879472,5897904,5732016,5897924,0.8125,1,3,16,25,33,24,32,1,1,13,13,13.0,12,0.00718472758308053,-0.0027127877692750824,-0.011319076326445243,-0.011319076326445243,0,6,13,6.0071847275830805,366.649458470647,0.0015396721159480933,0.006158688463792373,7.517930253652799e-07,124999.90602587182,0.013315677528724201,0.01985928402150361,0,25,33,1,1,0.01985928402150361,1.0,1,0,12,,,,,,
3,3,8208384,8388608,10,108,108,17.37579521129282,8216176,7792,8,8,23.8974923157704,0.741597028019358,1,8232560,8380016,8398448,551.56904969541,8,8,16,32,40,24,32,0,0,6,6,0,28.30580281030165,13.516302399552417,1,-8,-32,8232528,8379984,8398416,8232530,8398438,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.07728075236082077,-0.44308273580759916,-0.4526357824391998,-0.4526357824391998,-2,6,13,5.922719247639179,361.49409470453975,0.0015180231821917108,0.006072092728766843,7.412222569295463e-07,124999.90734721789,-0.4283474115241324,-0.42189581299981765,-2,25,33,1,1,0.07810418700018235,1.0,1,0,12,,,,,,
4,4,10715136,10878976,9,7784,-408,2.546431019082588,10723328,8192,7784,-408,1.8338476716842869,0.3515855779406351,1,10732544,10880000,10898432,362.14033668530556,8040,-152,16,8064,8072,24,32,0,0,166,166,0,3.634559224819098,17.887500498775566,1,152,608,10733152,10880608,10899040,10733151,10899067,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.14745759963989258,0.2606265765261735,0.2514351239217374,0.2514351239217374,1,7,14,6.852542400360107,418.2459961157292,0.001756341603537038,0.007025366414148152,8.575886736020694e-07,124999.8928014158,0.27953658957832994,0.28700104139336235,1,24,32,0,1,0.037001041393362355,0.0,0,12,12,,,,,,
5,5,13205504,13369344,9,7304,-888,0.48625002826749825,13213696,8192,7305,-887,0.1644823665759104,0.21308762298540054,1,13231104,13378560,13396992,279.4189338276099,7561,-631,16,7585,7593,24,32,0,0,645,645,0,0.9790196797081846,7.03528524267753,1,631,2524,13233628,13381084,13399516,13233627,13399543,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.22198383510112762,0.2816125327848734,0.27244373244393644,0.27244373244393644,1,7,14,6.778016164898872,413.69727568962844,0.0017372401488873468,0.006948960595549387,8.482617914488998e-07,124999.89396727606,0.30023957482613395,0.30762284545890517,1,24,32,0,1,0.05762284545890517,0.0,0,12,12,,,,,,
6,6,15712256,15876096,9,678,678,5.304764028689308,15717768,5512,8,8,23.35567823712882,0.6757226823811876,1,15734080,15881536,15899968,462.3969260330325,8182,-10,16,14,22,24,32,0,0,23,23,0,20.228450064123223,8.463412590961042,1,10,40,15734120,15881576,15900008,15734121,15900028,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.2953801453113556,-0.1189709291113965,-0.12942838924347222,-0.12942838924347222,-1,6,13,5.704619854688644,348.1823641777737,0.001462123194250729,0.005848492777002916,7.139273409427388e-07,124999.91075908238,-0.10603441813546055,-0.09982039455989494,0,25,33,1,1,-0.09982039455989494,1.0,1,0,12,,,,,,
7,7,18219008,18382848,9,237,237,3.0650698876457985,18226288,7280,9,9,5.236717214195449,0.4346010664409631,1,18234472,18381928,18400360,354.64633387383066,7,7,16,31,39,24,32,0,0,6,6,0,4.08744935729114,15.867113292301887,1,-7,-28,18234444,18381900,18400332,18234443,18400351,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.3584690988063812,0.24370183121429734,0.23801375100747957,0.23801375100747957,1,6,13,5.641530901193619,344.33172004355583,0.001445953173363138,0.005783812693452552,7.060318229312197e-07,124999.91174602213,0.26114900178128975,0.2672943027680832,1,25,33,1,1,0.017294302768083192,1.0,1,0,12,,,,,,
